Year_of_Death,County_of_Residence,Age,Education_level,Total_Deaths_Education,age_cat,education_cat,Description
2014,Butte,Less than 1 year,High School Graduate or GED Completed,0,1,3,suburban
2014,Butte,Less than 1 year,Unknown,0,1,6,suburban
2014,Butte,Less than 1 year,"Some College Credit, No 4-Year Degree",0,1,5,suburban
2014,Butte,Less than 1 year,Bachelor's Degree,0,1,1,suburban
2014,Butte,Less than 1 year,Less than High School,11,1,4,suburban
2014,Butte,Less than 1 year,Graduate Degree,0,1,2,suburban
2014,Butte,1 - 4 years,Bachelor's Degree,0,2,1,suburban
2014,Butte,1 - 4 years,Less than High School,10,2,4,suburban
2014,Butte,1 - 4 years,High School Graduate or GED Completed,0,2,3,suburban
2014,Butte,1 - 4 years,"Some College Credit, No 4-Year Degree",0,2,5,suburban
2014,Butte,1 - 4 years,Graduate Degree,0,2,2,suburban
2014,Butte,1 - 4 years,Unknown,0,2,6,suburban
2014,Butte,5 - 9 years,Unknown,0,3,6,suburban
2014,Butte,5 - 9 years,High School Graduate or GED Completed,0,3,3,suburban
2014,Butte,5 - 9 years,"Some College Credit, No 4-Year Degree",0,3,5,suburban
2014,Butte,5 - 9 years,Graduate Degree,0,3,2,suburban
2014,Butte,5 - 9 years,Less than High School,10,3,4,suburban
2014,Butte,5 - 9 years,Bachelor's Degree,0,3,1,suburban
2014,Butte,10 - 14 years,High School Graduate or GED Completed,0,4,3,suburban
2014,Butte,10 - 14 years,Unknown,0,4,6,suburban
2014,Butte,10 - 14 years,Bachelor's Degree,0,4,1,suburban
2014,Butte,10 - 14 years,Less than High School,10,4,4,suburban
2014,Butte,10 - 14 years,Graduate Degree,0,4,2,suburban
2014,Butte,10 - 14 years,"Some College Credit, No 4-Year Degree",0,4,5,suburban
2014,Butte,15 - 19 years,Bachelor's Degree,0,5,1,suburban
2014,Butte,15 - 19 years,Unknown,0,5,6,suburban
2014,Butte,15 - 19 years,High School Graduate or GED Completed,10,5,3,suburban
2014,Butte,15 - 19 years,Less than High School,10,5,4,suburban
2014,Butte,15 - 19 years,Graduate Degree,0,5,2,suburban
2014,Butte,15 - 19 years,"Some College Credit, No 4-Year Degree",10,5,5,suburban
2014,Butte,20 - 24 years,Bachelor's Degree,0,6,1,suburban
2014,Butte,20 - 24 years,"Some College Credit, No 4-Year Degree",10,6,5,suburban
2014,Butte,20 - 24 years,Graduate Degree,0,6,2,suburban
2014,Butte,20 - 24 years,Less than High School,10,6,4,suburban
2014,Butte,20 - 24 years,Unknown,0,6,6,suburban
2014,Butte,20 - 24 years,High School Graduate or GED Completed,10,6,3,suburban
2014,Butte,25 - 29 years,Less than High School,0,7,4,suburban
2014,Butte,25 - 29 years,Graduate Degree,0,7,2,suburban
2014,Butte,25 - 29 years,High School Graduate or GED Completed,10,7,3,suburban
2014,Butte,25 - 29 years,Bachelor's Degree,10,7,1,suburban
2014,Butte,25 - 29 years,"Some College Credit, No 4-Year Degree",10,7,5,suburban
2014,Butte,25 - 29 years,Unknown,0,7,6,suburban
2014,Butte,30 - 34 years,Bachelor's Degree,10,8,1,suburban
2014,Butte,30 - 34 years,Less than High School,10,8,4,suburban
2014,Butte,30 - 34 years,Unknown,0,8,6,suburban
2014,Butte,30 - 34 years,High School Graduate or GED Completed,10,8,3,suburban
2014,Butte,30 - 34 years,"Some College Credit, No 4-Year Degree",10,8,5,suburban
2014,Butte,30 - 34 years,Graduate Degree,0,8,2,suburban
2014,Butte,35 - 39 years,Bachelor's Degree,0,9,1,suburban
2014,Butte,35 - 39 years,Graduate Degree,0,9,2,suburban
2014,Butte,35 - 39 years,"Some College Credit, No 4-Year Degree",10,9,5,suburban
2014,Butte,35 - 39 years,Less than High School,10,9,4,suburban
2014,Butte,35 - 39 years,High School Graduate or GED Completed,13,9,3,suburban
2014,Butte,35 - 39 years,Unknown,0,9,6,suburban
2014,Butte,40 - 44 years,High School Graduate or GED Completed,10,10,3,suburban
2014,Butte,40 - 44 years,Bachelor's Degree,10,10,1,suburban
2014,Butte,40 - 44 years,Graduate Degree,0,10,2,suburban
2014,Butte,40 - 44 years,"Some College Credit, No 4-Year Degree",11,10,5,suburban
2014,Butte,40 - 44 years,Less than High School,10,10,4,suburban
2014,Butte,40 - 44 years,Unknown,10,10,6,suburban
2014,Butte,45 - 49 years,Less than High School,10,11,4,suburban
2014,Butte,45 - 49 years,"Some College Credit, No 4-Year Degree",14,11,5,suburban
2014,Butte,45 - 49 years,Bachelor's Degree,10,11,1,suburban
2014,Butte,45 - 49 years,Graduate Degree,10,11,2,suburban
2014,Butte,45 - 49 years,Unknown,0,11,6,suburban
2014,Butte,45 - 49 years,High School Graduate or GED Completed,13,11,3,suburban
2014,Butte,50 - 54 years,High School Graduate or GED Completed,27,12,3,suburban
2014,Butte,50 - 54 years,Bachelor's Degree,10,12,1,suburban
2014,Butte,50 - 54 years,"Some College Credit, No 4-Year Degree",25,12,5,suburban
2014,Butte,50 - 54 years,Less than High School,20,12,4,suburban
2014,Butte,50 - 54 years,Unknown,10,12,6,suburban
2014,Butte,50 - 54 years,Graduate Degree,10,12,2,suburban
2014,Butte,55 - 59 years,Less than High School,29,13,4,suburban
2014,Butte,55 - 59 years,High School Graduate or GED Completed,58,13,3,suburban
2014,Butte,55 - 59 years,Unknown,10,13,6,suburban
2014,Butte,55 - 59 years,Bachelor's Degree,18,13,1,suburban
2014,Butte,55 - 59 years,Graduate Degree,10,13,2,suburban
2014,Butte,55 - 59 years,"Some College Credit, No 4-Year Degree",27,13,5,suburban
2014,Butte,60 - 64 years,Graduate Degree,10,14,2,suburban
2014,Butte,60 - 64 years,Less than High School,30,14,4,suburban
2014,Butte,60 - 64 years,Bachelor's Degree,16,14,1,suburban
2014,Butte,60 - 64 years,High School Graduate or GED Completed,69,14,3,suburban
2014,Butte,60 - 64 years,"Some College Credit, No 4-Year Degree",58,14,5,suburban
2014,Butte,60 - 64 years,Unknown,10,14,6,suburban
2014,Butte,65 - 69 years,Unknown,10,15,6,suburban
2014,Butte,65 - 69 years,"Some College Credit, No 4-Year Degree",49,15,5,suburban
2014,Butte,65 - 69 years,Less than High School,30,15,4,suburban
2014,Butte,65 - 69 years,High School Graduate or GED Completed,55,15,3,suburban
2014,Butte,65 - 69 years,Bachelor's Degree,30,15,1,suburban
2014,Butte,65 - 69 years,Graduate Degree,11,15,2,suburban
2014,Butte,70 - 74 years,Bachelor's Degree,15,16,1,suburban
2014,Butte,70 - 74 years,High School Graduate or GED Completed,82,16,3,suburban
2014,Butte,70 - 74 years,Unknown,10,16,6,suburban
2014,Butte,70 - 74 years,"Some College Credit, No 4-Year Degree",42,16,5,suburban
2014,Butte,70 - 74 years,Graduate Degree,10,16,2,suburban
2014,Butte,70 - 74 years,Less than High School,30,16,4,suburban
2014,Butte,75 - 79 years,Graduate Degree,17,17,2,suburban
2014,Butte,75 - 79 years,Unknown,10,17,6,suburban
2014,Butte,75 - 79 years,"Some College Credit, No 4-Year Degree",53,17,5,suburban
2014,Butte,75 - 79 years,Less than High School,34,17,4,suburban
2014,Butte,75 - 79 years,Bachelor's Degree,23,17,1,suburban
2014,Butte,75 - 79 years,High School Graduate or GED Completed,84,17,3,suburban
2014,Butte,80 - 84 years,Unknown,10,18,6,suburban
2014,Butte,80 - 84 years,Less than High School,48,18,4,suburban
2014,Butte,80 - 84 years,High School Graduate or GED Completed,110,18,3,suburban
2014,Butte,80 - 84 years,Bachelor's Degree,34,18,1,suburban
2014,Butte,80 - 84 years,"Some College Credit, No 4-Year Degree",60,18,5,suburban
2014,Butte,80 - 84 years,Graduate Degree,20,18,2,suburban
2014,Butte,85 - 89 years,Graduate Degree,23,19,2,suburban
2014,Butte,85 - 89 years,Less than High School,64,19,4,suburban
2014,Butte,85 - 89 years,"Some College Credit, No 4-Year Degree",65,19,5,suburban
2014,Butte,85 - 89 years,Bachelor's Degree,40,19,1,suburban
2014,Butte,85 - 89 years,Unknown,10,19,6,suburban
2014,Butte,85 - 89 years,High School Graduate or GED Completed,122,19,3,suburban
2014,Butte,90 - 94 years,Bachelor's Degree,38,20,1,suburban
2014,Butte,90 - 94 years,"Some College Credit, No 4-Year Degree",55,20,5,suburban
2014,Butte,90 - 94 years,High School Graduate or GED Completed,110,20,3,suburban
2014,Butte,90 - 94 years,Unknown,10,20,6,suburban
2014,Butte,90 - 94 years,Less than High School,31,20,4,suburban
2014,Butte,90 - 94 years,Graduate Degree,12,20,2,suburban
2014,Butte,95 - 99 years,Bachelor's Degree,10,21,1,suburban
2014,Butte,95 - 99 years,High School Graduate or GED Completed,52,21,3,suburban
2014,Butte,95 - 99 years,Less than High School,18,21,4,suburban
2014,Butte,95 - 99 years,"Some College Credit, No 4-Year Degree",30,21,5,suburban
2014,Butte,95 - 99 years,Unknown,10,21,6,suburban
2014,Butte,95 - 99 years,Graduate Degree,10,21,2,suburban
2014,Butte,100 years and over,Graduate Degree,0,22,2,suburban
2014,Butte,100 years and over,Less than High School,10,22,4,suburban
2014,Butte,100 years and over,High School Graduate or GED Completed,12,22,3,suburban
2014,Butte,100 years and over,Unknown,0,22,6,suburban
2014,Butte,100 years and over,"Some College Credit, No 4-Year Degree",10,22,5,suburban
2014,Butte,100 years and over,Bachelor's Degree,10,22,1,suburban
2014,Calaveras,Less than 1 year,Less than High School,10,1,4,rural
2014,Calaveras,Less than 1 year,Graduate Degree,0,1,2,rural
2014,Calaveras,Less than 1 year,High School Graduate or GED Completed,0,1,3,rural
2014,Calaveras,Less than 1 year,"Some College Credit, No 4-Year Degree",0,1,5,rural
2014,Calaveras,Less than 1 year,Bachelor's Degree,0,1,1,rural
2014,Calaveras,Less than 1 year,Unknown,0,1,6,rural
2014,Calaveras,1 - 4 years,Less than High School,0,2,4,rural
2014,Calaveras,1 - 4 years,Unknown,0,2,6,rural
2014,Calaveras,1 - 4 years,High School Graduate or GED Completed,0,2,3,rural
2014,Calaveras,1 - 4 years,"Some College Credit, No 4-Year Degree",0,2,5,rural
2014,Calaveras,1 - 4 years,Graduate Degree,0,2,2,rural
2014,Calaveras,1 - 4 years,Bachelor's Degree,0,2,1,rural
2014,Calaveras,5 - 9 years,Unknown,0,3,6,rural
2014,Calaveras,5 - 9 years,High School Graduate or GED Completed,0,3,3,rural
2014,Calaveras,5 - 9 years,"Some College Credit, No 4-Year Degree",0,3,5,rural
2014,Calaveras,5 - 9 years,Bachelor's Degree,0,3,1,rural
2014,Calaveras,5 - 9 years,Less than High School,0,3,4,rural
2014,Calaveras,5 - 9 years,Graduate Degree,0,3,2,rural
2014,Calaveras,10 - 14 years,Bachelor's Degree,0,4,1,rural
2014,Calaveras,10 - 14 years,Graduate Degree,0,4,2,rural
2014,Calaveras,10 - 14 years,Unknown,0,4,6,rural
2014,Calaveras,10 - 14 years,High School Graduate or GED Completed,0,4,3,rural
2014,Calaveras,10 - 14 years,"Some College Credit, No 4-Year Degree",0,4,5,rural
2014,Calaveras,10 - 14 years,Less than High School,0,4,4,rural
2014,Calaveras,15 - 19 years,High School Graduate or GED Completed,10,5,3,rural
2014,Calaveras,15 - 19 years,"Some College Credit, No 4-Year Degree",0,5,5,rural
2014,Calaveras,15 - 19 years,Unknown,0,5,6,rural
2014,Calaveras,15 - 19 years,Graduate Degree,0,5,2,rural
2014,Calaveras,15 - 19 years,Less than High School,10,5,4,rural
2014,Calaveras,15 - 19 years,Bachelor's Degree,0,5,1,rural
2014,Calaveras,20 - 24 years,Unknown,0,6,6,rural
2014,Calaveras,20 - 24 years,Bachelor's Degree,0,6,1,rural
2014,Calaveras,20 - 24 years,Graduate Degree,0,6,2,rural
2014,Calaveras,20 - 24 years,Less than High School,0,6,4,rural
2014,Calaveras,20 - 24 years,"Some College Credit, No 4-Year Degree",10,6,5,rural
2014,Calaveras,20 - 24 years,High School Graduate or GED Completed,10,6,3,rural
2014,Calaveras,25 - 29 years,Graduate Degree,0,7,2,rural
2014,Calaveras,25 - 29 years,High School Graduate or GED Completed,10,7,3,rural
2014,Calaveras,25 - 29 years,Bachelor's Degree,0,7,1,rural
2014,Calaveras,25 - 29 years,Less than High School,10,7,4,rural
2014,Calaveras,25 - 29 years,Unknown,0,7,6,rural
2014,Calaveras,25 - 29 years,"Some College Credit, No 4-Year Degree",10,7,5,rural
2014,Calaveras,30 - 34 years,High School Graduate or GED Completed,0,8,3,rural
2014,Calaveras,30 - 34 years,"Some College Credit, No 4-Year Degree",10,8,5,rural
2014,Calaveras,30 - 34 years,Bachelor's Degree,0,8,1,rural
2014,Calaveras,30 - 34 years,Less than High School,0,8,4,rural
2014,Calaveras,30 - 34 years,Graduate Degree,0,8,2,rural
2014,Calaveras,30 - 34 years,Unknown,0,8,6,rural
2014,Calaveras,35 - 39 years,Less than High School,0,9,4,rural
2014,Calaveras,35 - 39 years,High School Graduate or GED Completed,0,9,3,rural
2014,Calaveras,35 - 39 years,Bachelor's Degree,0,9,1,rural
2014,Calaveras,35 - 39 years,"Some College Credit, No 4-Year Degree",10,9,5,rural
2014,Calaveras,35 - 39 years,Unknown,0,9,6,rural
2014,Calaveras,35 - 39 years,Graduate Degree,0,9,2,rural
2014,Calaveras,40 - 44 years,Bachelor's Degree,10,10,1,rural
2014,Calaveras,40 - 44 years,Unknown,0,10,6,rural
2014,Calaveras,40 - 44 years,Less than High School,0,10,4,rural
2014,Calaveras,40 - 44 years,Graduate Degree,0,10,2,rural
2014,Calaveras,40 - 44 years,"Some College Credit, No 4-Year Degree",0,10,5,rural
2014,Calaveras,40 - 44 years,High School Graduate or GED Completed,10,10,3,rural
2014,Calaveras,45 - 49 years,Less than High School,10,11,4,rural
2014,Calaveras,45 - 49 years,Graduate Degree,10,11,2,rural
2014,Calaveras,45 - 49 years,"Some College Credit, No 4-Year Degree",10,11,5,rural
2014,Calaveras,45 - 49 years,Bachelor's Degree,10,11,1,rural
2014,Calaveras,45 - 49 years,High School Graduate or GED Completed,10,11,3,rural
2014,Calaveras,45 - 49 years,Unknown,0,11,6,rural
2014,Calaveras,50 - 54 years,High School Graduate or GED Completed,10,12,3,rural
2014,Calaveras,50 - 54 years,Less than High School,10,12,4,rural
2014,Calaveras,50 - 54 years,"Some College Credit, No 4-Year Degree",10,12,5,rural
2014,Calaveras,50 - 54 years,Unknown,0,12,6,rural
2014,Calaveras,50 - 54 years,Bachelor's Degree,10,12,1,rural
2014,Calaveras,50 - 54 years,Graduate Degree,0,12,2,rural
2014,Calaveras,55 - 59 years,Graduate Degree,10,13,2,rural
2014,Calaveras,55 - 59 years,Bachelor's Degree,10,13,1,rural
2014,Calaveras,55 - 59 years,"Some College Credit, No 4-Year Degree",10,13,5,rural
2014,Calaveras,55 - 59 years,Less than High School,10,13,4,rural
2014,Calaveras,55 - 59 years,High School Graduate or GED Completed,18,13,3,rural
2014,Calaveras,55 - 59 years,Unknown,0,13,6,rural
2014,Calaveras,60 - 64 years,"Some College Credit, No 4-Year Degree",14,14,5,rural
2014,Calaveras,60 - 64 years,Graduate Degree,0,14,2,rural
2014,Calaveras,60 - 64 years,Bachelor's Degree,10,14,1,rural
2014,Calaveras,60 - 64 years,High School Graduate or GED Completed,15,14,3,rural
2014,Calaveras,60 - 64 years,Less than High School,10,14,4,rural
2014,Calaveras,60 - 64 years,Unknown,0,14,6,rural
2014,Calaveras,65 - 69 years,High School Graduate or GED Completed,18,15,3,rural
2014,Calaveras,65 - 69 years,Unknown,10,15,6,rural
2014,Calaveras,65 - 69 years,Less than High School,10,15,4,rural
2014,Calaveras,65 - 69 years,"Some College Credit, No 4-Year Degree",11,15,5,rural
2014,Calaveras,65 - 69 years,Bachelor's Degree,10,15,1,rural
2014,Calaveras,65 - 69 years,Graduate Degree,10,15,2,rural
2014,Calaveras,70 - 74 years,Unknown,10,16,6,rural
2014,Calaveras,70 - 74 years,Graduate Degree,10,16,2,rural
2014,Calaveras,70 - 74 years,Bachelor's Degree,10,16,1,rural
2014,Calaveras,70 - 74 years,"Some College Credit, No 4-Year Degree",13,16,5,rural
2014,Calaveras,70 - 74 years,Less than High School,10,16,4,rural
2014,Calaveras,70 - 74 years,High School Graduate or GED Completed,33,16,3,rural
2014,Calaveras,75 - 79 years,Unknown,0,17,6,rural
2014,Calaveras,75 - 79 years,Graduate Degree,10,17,2,rural
2014,Calaveras,75 - 79 years,Less than High School,10,17,4,rural
2014,Calaveras,75 - 79 years,"Some College Credit, No 4-Year Degree",21,17,5,rural
2014,Calaveras,75 - 79 years,Bachelor's Degree,11,17,1,rural
2014,Calaveras,75 - 79 years,High School Graduate or GED Completed,24,17,3,rural
2014,Calaveras,80 - 84 years,High School Graduate or GED Completed,29,18,3,rural
2014,Calaveras,80 - 84 years,"Some College Credit, No 4-Year Degree",21,18,5,rural
2014,Calaveras,80 - 84 years,Bachelor's Degree,10,18,1,rural
2014,Calaveras,80 - 84 years,Graduate Degree,10,18,2,rural
2014,Calaveras,80 - 84 years,Unknown,10,18,6,rural
2014,Calaveras,80 - 84 years,Less than High School,14,18,4,rural
2014,Calaveras,85 - 89 years,Less than High School,15,19,4,rural
2014,Calaveras,85 - 89 years,Bachelor's Degree,10,19,1,rural
2014,Calaveras,85 - 89 years,Graduate Degree,10,19,2,rural
2014,Calaveras,85 - 89 years,Unknown,0,19,6,rural
2014,Calaveras,85 - 89 years,"Some College Credit, No 4-Year Degree",13,19,5,rural
2014,Calaveras,85 - 89 years,High School Graduate or GED Completed,34,19,3,rural
2014,Calaveras,90 - 94 years,High School Graduate or GED Completed,21,20,3,rural
2014,Calaveras,90 - 94 years,Less than High School,10,20,4,rural
2014,Calaveras,90 - 94 years,Graduate Degree,10,20,2,rural
2014,Calaveras,90 - 94 years,"Some College Credit, No 4-Year Degree",11,20,5,rural
2014,Calaveras,90 - 94 years,Bachelor's Degree,10,20,1,rural
2014,Calaveras,90 - 94 years,Unknown,0,20,6,rural
2014,Calaveras,95 - 99 years,"Some College Credit, No 4-Year Degree",10,21,5,rural
2014,Calaveras,95 - 99 years,Less than High School,10,21,4,rural
2014,Calaveras,95 - 99 years,Graduate Degree,10,21,2,rural
2014,Calaveras,95 - 99 years,High School Graduate or GED Completed,11,21,3,rural
2014,Calaveras,95 - 99 years,Bachelor's Degree,10,21,1,rural
2014,Calaveras,95 - 99 years,Unknown,10,21,6,rural
2014,Calaveras,100 years and over,Graduate Degree,10,22,2,rural
2014,Calaveras,100 years and over,"Some College Credit, No 4-Year Degree",0,22,5,rural
2014,Calaveras,100 years and over,Unknown,0,22,6,rural
2014,Calaveras,100 years and over,High School Graduate or GED Completed,10,22,3,rural
2014,Calaveras,100 years and over,Less than High School,10,22,4,rural
2014,Calaveras,100 years and over,Bachelor's Degree,10,22,1,rural
2014,Colusa,Less than 1 year,Graduate Degree,0,1,2,rural
2014,Colusa,Less than 1 year,High School Graduate or GED Completed,0,1,3,rural
2014,Colusa,Less than 1 year,Less than High School,0,1,4,rural
2014,Colusa,Less than 1 year,Bachelor's Degree,0,1,1,rural
2014,Colusa,Less than 1 year,"Some College Credit, No 4-Year Degree",0,1,5,rural
2014,Colusa,Less than 1 year,Unknown,0,1,6,rural
2014,Colusa,1 - 4 years,Graduate Degree,0,2,2,rural
2014,Colusa,1 - 4 years,Bachelor's Degree,0,2,1,rural
2014,Colusa,1 - 4 years,Unknown,0,2,6,rural
2014,Colusa,1 - 4 years,"Some College Credit, No 4-Year Degree",0,2,5,rural
2014,Colusa,1 - 4 years,High School Graduate or GED Completed,0,2,3,rural
2014,Colusa,1 - 4 years,Less than High School,0,2,4,rural
2014,Colusa,5 - 9 years,Graduate Degree,0,3,2,rural
2014,Colusa,5 - 9 years,"Some College Credit, No 4-Year Degree",0,3,5,rural
2014,Colusa,5 - 9 years,Bachelor's Degree,0,3,1,rural
2014,Colusa,5 - 9 years,Less than High School,10,3,4,rural
2014,Colusa,5 - 9 years,Unknown,0,3,6,rural
2014,Colusa,5 - 9 years,High School Graduate or GED Completed,0,3,3,rural
2014,Colusa,10 - 14 years,Unknown,0,4,6,rural
2014,Colusa,10 - 14 years,Graduate Degree,0,4,2,rural
2014,Colusa,10 - 14 years,Bachelor's Degree,0,4,1,rural
2014,Colusa,10 - 14 years,Less than High School,0,4,4,rural
2014,Colusa,10 - 14 years,"Some College Credit, No 4-Year Degree",0,4,5,rural
2014,Colusa,10 - 14 years,High School Graduate or GED Completed,0,4,3,rural
2014,Colusa,15 - 19 years,"Some College Credit, No 4-Year Degree",0,5,5,rural
2014,Colusa,15 - 19 years,Unknown,0,5,6,rural
2014,Colusa,15 - 19 years,Graduate Degree,0,5,2,rural
2014,Colusa,15 - 19 years,Less than High School,10,5,4,rural
2014,Colusa,15 - 19 years,Bachelor's Degree,0,5,1,rural
2014,Colusa,15 - 19 years,High School Graduate or GED Completed,0,5,3,rural
2014,Colusa,20 - 24 years,Less than High School,0,6,4,rural
2014,Colusa,20 - 24 years,Graduate Degree,0,6,2,rural
2014,Colusa,20 - 24 years,Bachelor's Degree,0,6,1,rural
2014,Colusa,20 - 24 years,High School Graduate or GED Completed,0,6,3,rural
2014,Colusa,20 - 24 years,Unknown,0,6,6,rural
2014,Colusa,20 - 24 years,"Some College Credit, No 4-Year Degree",10,6,5,rural
2014,Colusa,25 - 29 years,High School Graduate or GED Completed,10,7,3,rural
2014,Colusa,25 - 29 years,Less than High School,10,7,4,rural
2014,Colusa,25 - 29 years,Unknown,0,7,6,rural
2014,Colusa,25 - 29 years,Bachelor's Degree,0,7,1,rural
2014,Colusa,25 - 29 years,"Some College Credit, No 4-Year Degree",0,7,5,rural
